asset_id,timestamp,metric,value
SKU-EXC,2026-09-08 04:44:00,ei.telegram_age_s,1
SKU-EXC,2026-09-08 04:44:00,ei.aspect_mismatch_count,0
SKU-EXC,2026-09-08 04:44:00,ei.make,EI-A
SKU-EXC,2026-09-08 04:44:00,power.mains_state,OK
SKU-EXC,2026-09-08 04:44:00,power.charger_state,FLOAT
SKU-EXC,2026-09-08 04:44:00,power.battery_backup_min,460
SKU-EXC,2026-09-08 04:44:00,power.dc_volts,27.1
SKU-EXC,2026-09-08 04:44:00,sw.version,4.0.2
SKU-EXC,2026-09-08 04:44:00,sw.track_db_version,TDB-2025-06-R1
SKU-EXC,2026-09-08 04:44:00,config.checksum,0x8F31AC20
SKU-EXC,2026-09-08 04:44:00,sec.auth_failures_24h,0
SKU-EXC,2026-09-08 04:44:00,sec.key_expiry_days,174
SKU-EXC,2026-09-08 04:44:00,sec.unknown_peer_attempts_24h,0
SKU-EXC,2026-09-08 04:44:00,sec.maint_port_open,false
SKU-EXC,2026-09-08 04:44:00,sec.default_credentials,false
SKU-EXC,2026-09-08 04:44:00,sec.firmware_signed,true
SKU-EXC,2026-09-08 04:44:00,sec.usb_events_24h,0
SKU-EXD,2026-09-08 05:31:00,radio.link_state,UP
SKU-EXD,2026-09-08 05:31:00,radio.rssi_dbm,-77.0
SKU-EXD,2026-09-08 05:31:00,radio.snr_db,24.6
SKU-EXD,2026-09-08 05:31:00,radio.vswr,1.3
SKU-EXD,2026-09-08 05:31:00,radio.tx_power_dbm,37
SKU-EXD,2026-09-08 05:31:00,radio.frequency_mhz,425.5
SKU-EXD,2026-09-08 05:31:00,radio.packet_loss_pct,0.56
SKU-EXD,2026-09-08 05:31:00,radio.time_since_last_frame_s,1
SKU-EXD,2026-09-08 05:31:00,radio.peer_units_seen,9
SKU-EXD,2026-09-08 05:31:00,radio.interference_events_24h,0
SKU-EXD,2026-09-08 05:31:00,time.source,GNSS
SKU-EXD,2026-09-08 05:31:00,time.offset_ms,43
SKU-EXD,2026-09-08 05:31:00,gnss.fix,A
SKU-EXD,2026-09-08 05:31:00,gnss.satellites,15
SKU-EXD,2026-09-08 05:31:00,ei.link_state,UP
SKU-EXD,2026-09-08 05:31:00,ei.telegram_age_s,4
SKU-EXD,2026-09-08 05:31:00,ei.aspect_mismatch_count,0
SKU-EXD,2026-09-08 05:31:00,ei.make,RRI
SKU-EXD,2026-09-08 05:31:00,power.mains_state,OK
SKU-EXD,2026-09-08 05:31:00,power.charger_state,FLOAT
SKU-EXD,2026-09-08 05:31:00,power.battery_backup_min,441
SKU-EXD,2026-09-08 05:31:00,power.dc_volts,26.4
SKU-EXD,2026-09-08 05:31:00,sw.version,4.0.2
SKU-EXD,2026-09-08 05:31:00,sw.track_db_version,TDB-2025-06-R1
SKU-EXD,2026-09-08 05:31:00,config.checksum,0x8F31AC20
SKU-EXD,2026-09-08 05:31:00,sec.auth_failures_24h,0
SKU-EXD,2026-09-08 05:31:00,sec.key_expiry_days,234
SKU-EXD,2026-09-08 05:31:00,sec.unknown_peer_attempts_24h,0
SKU-EXD,2026-09-08 05:31:00,sec.maint_port_open,false
SKU-EXD,2026-09-08 05:31:00,sec.default_credentials,false
SKU-EXD,2026-09-08 05:31:00,sec.firmware_signed,true
SKU-EXD,2026-09-08 05:31:00,sec.usb_events_24h,0
SKU-EXE,2026-09-08 04:44:00,radio.link_state,UP
SKU-EXE,2026-09-08 04:44:00,radio.rssi_dbm,-66.6
SKU-EXE,2026-09-08 04:44:00,radio.snr_db,14.1
SKU-EXE,2026-09-08 04:44:00,radio.vswr,1.2
SKU-EXE,2026-09-08 04:44:00,radio.tx_power_dbm,37
SKU-EXE,2026-09-08 04:44:00,radio.frequency_mhz,426.0
SKU-EXE,2026-09-08 04:44:00,radio.packet_loss_pct,0.1
SKU-EXE,2026-09-08 04:44:00,radio.time_since_last_frame_s,2
SKU-EXE,2026-09-08 04:44:00,radio.peer_units_seen,9
SKU-EXE,2026-09-08 04:44:00,radio.interference_events_24h,2
SKU-EXE,2026-09-08 04:44:00,time.source,GNSS
SKU-EXE,2026-09-08 04:44:00,time.offset_ms,20
SKU-EXE,2026-09-08 04:44:00,gnss.fix,A
SKU-EXE,2026-09-08 04:44:00,gnss.satellites,13
SKU-EXE,2026-09-08 04:44:00,ei.link_state,UP
SKU-EXE,2026-09-08 04:44:00,ei.telegram_age_s,4
SKU-EXE,2026-09-08 04:44:00,ei.aspect_mismatch_count,0
SKU-EXE,2026-09-08 04:44:00,ei.make,EI-B
SKU-EXE,2026-09-08 04:44:00,power.mains_state,OK
SKU-EXE,2026-09-08 04:44:00,power.charger_state,FLOAT
SKU-EXE,2026-09-08 04:44:00,power.battery_backup_min,383
SKU-EXE,2026-09-08 04:44:00,power.dc_volts,26.4
SKU-EXE,2026-09-08 04:44:00,sw.version,4.0.2
SKU-EXE,2026-09-08 04:44:00,sw.track_db_version,TDB-2025-06-R1
SKU-EXE,2026-09-08 04:44:00,config.checksum,0x8F31AC20
SKU-EXE,2026-09-08 04:44:00,sec.auth_failures_24h,0
SKU-EXE,2026-09-08 04:44:00,sec.key_expiry_days,138
SKU-EXE,2026-09-08 04:44:00,sec.unknown_peer_attempts_24h,0
SKU-EXE,2026-09-08 04:44:00,sec.maint_port_open,false
SKU-EXE,2026-09-08 04:44:00,sec.default_credentials,false
SKU-EXE,2026-09-08 04:44:00,sec.firmware_signed,true
SKU-EXE,2026-09-08 04:44:00,sec.usb_events_24h,0
SKU-EXF,2026-09-08 05:50:00,radio.link_state,UP
SKU-EXF,2026-09-08 05:50:00,radio.rssi_dbm,-59.9
SKU-EXF,2026-09-08 05:50:00,radio.snr_db,14.9
SKU-EXF,2026-09-08 05:50:00,radio.vswr,1.12
SKU-EXF,2026-09-08 05:50:00,radio.tx_power_dbm,37
SKU-EXF,2026-09-08 05:50:00,radio.frequency_mhz,426.0
SKU-EXF,2026-09-08 05:50:00,radio.packet_loss_pct,0.51
SKU-EXF,2026-09-08 05:50:00,radio.time_since_last_frame_s,1
SKU-EXF,2026-09-08 05:50:00,radio.peer_units_seen,6
SKU-EXF,2026-09-08 05:50:00,radio.interference_events_24h,0
SKU-EXF,2026-09-08 05:50:00,time.source,GNSS
SKU-EXF,2026-09-08 05:50:00,time.offset_ms,21
SKU-EXF,2026-09-08 05:50:00,gnss.fix,A
SKU-EXF,2026-09-08 05:50:00,gnss.satellites,16
SKU-EXF,2026-09-08 05:50:00,ei.link_state,UP
SKU-EXF,2026-09-08 05:50:00,ei.telegram_age_s,2
SKU-EXF,2026-09-08 05:50:00,ei.aspect_mismatch_count,0
SKU-EXF,2026-09-08 05:50:00,ei.make,EI-B
SKU-EXF,2026-09-08 05:50:00,power.mains_state,OK
SKU-EXF,2026-09-08 05:50:00,power.charger_state,FLOAT
SKU-EXF,2026-09-08 05:50:00,power.battery_backup_min,480
SKU-EXF,2026-09-08 05:50:00,power.dc_volts,26.1
SKU-EXF,2026-09-08 05:50:00,sw.version,4.0.2
SKU-EXF,2026-09-08 05:50:00,sw.track_db_version,TDB-2025-06-R1
SKU-EXF,2026-09-08 05:50:00,config.checksum,0x8F31AC20
SKU-EXF,2026-09-08 05:50:00,sec.auth_failures_24h,0
SKU-EXF,2026-09-08 05:50:00,sec.key_expiry_days,271
SKU-EXF,2026-09-08 05:50:00,sec.unknown_peer_attempts_24h,0
SKU-EXF,2026-09-08 05:50:00,sec.maint_port_open,false
SKU-EXF,2026-09-08 05:50:00,sec.default_credentials,false
SKU-EXF,2026-09-08 05:50:00,sec.firmware_signed,true
SKU-EXF,2026-09-08 05:50:00,sec.usb_events_24h,0
SKU-EXG,2026-09-08 05:52:00,radio.link_state,UP
SKU-EXG,2026-09-08 05:52:00,radio.rssi_dbm,-77.1
SKU-EXG,2026-09-08 05:52:00,radio.snr_db,20.9
SKU-EXG,2026-09-08 05:52:00,radio.vswr,1.19
SKU-EXG,2026-09-08 05:52:00,radio.tx_power_dbm,37
SKU-EXG,2026-09-08 05:52:00,radio.frequency_mhz,426.5
SKU-EXG,2026-09-08 05:52:00,radio.packet_loss_pct,0.62
SKU-EXG,2026-09-08 05:52:00,radio.time_since_last_frame_s,5
SKU-EXG,2026-09-08 05:52:00,radio.peer_units_seen,3
SKU-EXG,2026-09-08 05:52:00,radio.interference_events_24h,2
SKU-EXG,2026-09-08 05:52:00,time.source,GNSS
SKU-EXG,2026-09-08 05:52:00,time.offset_ms,44
SKU-EXG,2026-09-08 05:52:00,gnss.fix,A
SKU-EXG,2026-09-08 05:52:00,gnss.satellites,14
SKU-EXG,2026-09-08 05:52:00,ei.link_state,UP
SKU-EXG,2026-09-08 05:52:00,ei.telegram_age_s,3
SKU-EXG,2026-09-08 05:52:00,ei.aspect_mismatch_count,0
SKU-EXG,2026-09-08 05:52:00,ei.make,RRI
SKU-EXG,2026-09-08 05:52:00,power.mains_state,OK
SKU-EXG,2026-09-08 05:52:00,power.charger_state,FLOAT
SKU-EXG,2026-09-08 05:52:00,power.battery_backup_min,337
SKU-EXG,2026-09-08 05:52:00,power.dc_volts,26.6
SKU-EXG,2026-09-08 05:52:00,sw.version,4.0.2
SKU-EXG,2026-09-08 05:52:00,sw.track_db_version,TDB-2025-06-R1
SKU-EXG,2026-09-08 05:52:00,config.checksum,0x8F31AC20
SKU-EXG,2026-09-08 05:52:00,sec.auth_failures_24h,0
SKU-EXG,2026-09-08 05:52:00,sec.key_expiry_days,253
SKU-EXG,2026-09-08 05:52:00,sec.unknown_peer_attempts_24h,0
SKU-EXG,2026-09-08 05:52:00,sec.maint_port_open,false
SKU-EXG,2026-09-08 05:52:00,sec.default_credentials,false
SKU-EXG,2026-09-08 05:52:00,sec.firmware_signed,true
SKU-EXG,2026-09-08 05:52:00,sec.usb_events_24h,0
TWR-EXA1,2026-09-08 05:40:00,radio.link_state,UP
TWR-EXA1,2026-09-08 05:40:00,radio.rssi_dbm,-58.1
TWR-EXA1,2026-09-08 05:40:00,radio.snr_db,15.9
TWR-EXA1,2026-09-08 05:40:00,radio.vswr,1.29
TWR-EXA1,2026-09-08 05:40:00,radio.tx_power_dbm,37
TWR-EXA1,2026-09-08 05:40:00,radio.frequency_mhz,425.0
TWR-EXA1,2026-09-08 05:40:00,radio.packet_loss_pct,0.66
TWR-EXA1,2026-09-08 05:40:00,radio.time_since_last_frame_s,4
TWR-EXA1,2026-09-08 05:40:00,radio.peer_units_seen,5
TWR-EXA1,2026-09-08 05:40:00,radio.interference_events_24h,2
TWR-EXA1,2026-09-08 05:40:00,power.mains_state,OK
TWR-EXA1,2026-09-08 05:40:00,power.charger_state,FLOAT
TWR-EXA1,2026-09-08 05:40:00,power.battery_backup_min,316
TWR-EXA1,2026-09-08 05:40:00,power.dc_volts,26.2
TWR-EXA1,2026-09-08 05:40:00,sec.auth_failures_24h,0
TWR-EXA1,2026-09-08 05:40:00,sec.key_expiry_days,178
TWR-EXA1,2026-09-08 05:40:00,sec.unknown_peer_attempts_24h,0
TWR-EXA1,2026-09-08 05:40:00,sec.maint_port_open,false
TWR-EXA1,2026-09-08 05:40:00,sec.default_credentials,false
TWR-EXA1,2026-09-08 05:40:00,sec.firmware_signed,true
TWR-EXA1,2026-09-08 05:40:00,sec.usb_events_24h,0
TWR-EXC1,2026-09-08 05:38:00,radio.link_state,UP
TWR-EXC1,2026-09-08 05:38:00,radio.rssi_dbm,-58.3
TWR-EXC1,2026-09-08 05:38:00,radio.snr_db,17.8
TWR-EXC1,2026-09-08 05:38:00,radio.vswr,1.23
TWR-EXC1,2026-09-08 05:38:00,radio.tx_power_dbm,37
TWR-EXC1,2026-09-08 05:38:00,radio.frequency_mhz,425.5
TWR-EXC1,2026-09-08 05:38:00,radio.packet_loss_pct,0.13
TWR-EXC1,2026-09-08 05:38:00,radio.time_since_last_frame_s,3
TWR-EXC1,2026-09-08 05:38:00,radio.peer_units_seen,8
TWR-EXC1,2026-09-08 05:38:00,radio.interference_events_24h,2
TWR-EXC1,2026-09-08 05:38:00,power.mains_state,OK
TWR-EXC1,2026-09-08 05:38:00,power.charger_state,FLOAT
TWR-EXC1,2026-09-08 05:38:00,power.battery_backup_min,446
TWR-EXC1,2026-09-08 05:38:00,power.dc_volts,27.4
TWR-EXC1,2026-09-08 05:38:00,sec.auth_failures_24h,0
TWR-EXC1,2026-09-08 05:38:00,sec.key_expiry_days,232
TWR-EXC1,2026-09-08 05:38:00,sec.unknown_peer_attempts_24h,0
TWR-EXC1,2026-09-08 05:38:00,sec.maint_port_open,false
TWR-EXC1,2026-09-08 05:38:00,sec.default_credentials,false
TWR-EXC1,2026-09-08 05:38:00,sec.firmware_signed,true
TWR-EXC1,2026-09-08 05:38:00,sec.usb_events_24h,0
TWR-EXE1,2026-09-08 04:41:00,radio.link_state,UP
TWR-EXE1,2026-09-08 04:41:00,radio.rssi_dbm,-74.2
TWR-EXE1,2026-09-08 04:41:00,radio.snr_db,23.7
TWR-EXE1,2026-09-08 04:41:00,radio.vswr,1.27
TWR-EXE1,2026-09-08 04:41:00,radio.tx_power_dbm,37
TWR-EXE1,2026-09-08 04:41:00,radio.frequency_mhz,426.0
TWR-EXE1,2026-09-08 04:41:00,radio.packet_loss_pct,0.47
TWR-EXE1,2026-09-08 04:41:00,radio.time_since_last_frame_s,2
TWR-EXE1,2026-09-08 04:41:00,radio.peer_units_seen,8
TWR-EXE1,2026-09-08 04:41:00,radio.interference_events_24h,0
TWR-EXE1,2026-09-08 04:41:00,power.mains_state,OK
TWR-EXE1,2026-09-08 04:41:00,power.charger_state,FLOAT
TWR-EXE1,2026-09-08 04:41:00,power.battery_backup_min,193
TWR-EXE1,2026-09-08 04:41:00,power.dc_volts,26.4
TWR-EXE1,2026-09-08 04:41:00,sec.auth_failures_24h,0
TWR-EXE1,2026-09-08 04:41:00,sec.key_expiry_days,224
TWR-EXE1,2026-09-08 04:41:00,sec.unknown_peer_attempts_24h,0
TWR-EXE1,2026-09-08 04:41:00,sec.maint_port_open,false
TWR-EXE1,2026-09-08 04:41:00,sec.default_credentials,false
TWR-EXE1,2026-09-08 04:41:00,sec.firmware_signed,true
TWR-EXE1,2026-09-08 04:41:00,sec.usb_events_24h,0
TWR-EXG1,2026-09-08 05:49:00,radio.link_state,UP
TWR-EXG1,2026-09-08 05:49:00,radio.rssi_dbm,-76.1
TWR-EXG1,2026-09-08 05:49:00,radio.snr_db,22.5
TWR-EXG1,2026-09-08 05:49:00,radio.vswr,1.25
TWR-EXG1,2026-09-08 05:49:00,radio.tx_power_dbm,37
TWR-EXG1,2026-09-08 05:49:00,radio.frequency_mhz,426.5
TWR-EXG1,2026-09-08 05:49:00,radio.packet_loss_pct,0.68
TWR-EXG1,2026-09-08 05:49:00,radio.time_since_last_frame_s,6
TWR-EXG1,2026-09-08 05:49:00,radio.peer_units_seen,3
TWR-EXG1,2026-09-08 05:49:00,radio.interference_events_24h,2
TWR-EXG1,2026-09-08 05:49:00,power.mains_state,OK
TWR-EXG1,2026-09-08 05:49:00,power.charger_state,FLOAT
TWR-EXG1,2026-09-08 05:49:00,power.battery_backup_min,353
TWR-EXG1,2026-09-08 05:49:00,power.dc_volts,26.7
TWR-EXG1,2026-09-08 05:49:00,sec.auth_failures_24h,0
TWR-EXG1,2026-09-08 05:49:00,sec.key_expiry_days,290
TWR-EXG1,2026-09-08 05:49:00,sec.unknown_peer_attempts_24h,0
TWR-EXG1,2026-09-08 05:49:00,sec.maint_port_open,false
TWR-EXG1,2026-09-08 05:49:00,sec.default_credentials,false
TWR-EXG1,2026-09-08 05:49:00,sec.firmware_signed,true
TWR-EXG1,2026-09-08 05:49:00,sec.usb_events_24h,0
RIU-EXB1,2026-09-08 04:35:00,ei.link_state,UP
RIU-EXB1,2026-09-08 04:35:00,ei.telegram_age_s,1
RIU-EXB1,2026-09-08 04:35:00,ei.aspect_mismatch_count,0
RIU-EXB1,2026-09-08 04:35:00,ei.make,EI-B
RIU-EXB1,2026-09-08 04:35:00,power.mains_state,OK
RIU-EXB1,2026-09-08 04:35:00,power.charger_state,FLOAT
RIU-EXB1,2026-09-08 04:35:00,power.battery_backup_min,377
RIU-EXB1,2026-09-08 04:35:00,power.dc_volts,26.6
RIU-EXB1,2026-09-08 04:35:00,sw.version,4.0.2
RIU-EXB1,2026-09-08 04:35:00,sw.track_db_version,TDB-2025-06-R1
RIU-EXB1,2026-09-08 04:35:00,config.checksum,0x8F31AC20
RIU-EXB1,2026-09-08 04:35:00,sec.auth_failures_24h,0
RIU-EXB1,2026-09-08 04:35:00,sec.key_expiry_days,237
RIU-EXB1,2026-09-08 04:35:00,sec.unknown_peer_attempts_24h,0
RIU-EXB1,2026-09-08 04:35:00,sec.maint_port_open,false
RIU-EXB1,2026-09-08 04:35:00,sec.default_credentials,false
RIU-EXB1,2026-09-08 04:35:00,sec.firmware_signed,true
RIU-EXB1,2026-09-08 04:35:00,sec.usb_events_24h,0
RIU-EXF1,2026-09-08 04:58:00,ei.link_state,UP
RIU-EXF1,2026-09-08 04:58:00,ei.telegram_age_s,2
RIU-EXF1,2026-09-08 04:58:00,ei.aspect_mismatch_count,0
RIU-EXF1,2026-09-08 04:58:00,ei.make,RRI
RIU-EXF1,2026-09-08 04:58:00,power.mains_state,OK
RIU-EXF1,2026-09-08 04:58:00,power.charger_state,FLOAT
RIU-EXF1,2026-09-08 04:58:00,power.battery_backup_min,338
RIU-EXF1,2026-09-08 04:58:00,power.dc_volts,26.6
RIU-EXF1,2026-09-08 04:58:00,sw.version,4.0.2
RIU-EXF1,2026-09-08 04:58:00,sw.track_db_version,TDB-2025-06-R1
RIU-EXF1,2026-09-08 04:58:00,config.checksum,0x8F31AC20
RIU-EXF1,2026-09-08 04:58:00,sec.auth_failures_24h,0
RIU-EXF1,2026-09-08 04:58:00,sec.key_expiry_days,179
RIU-EXF1,2026-09-08 04:58:00,sec.unknown_peer_attempts_24h,0
RIU-EXF1,2026-09-08 04:58:00,sec.maint_port_open,false
RIU-EXF1,2026-09-08 04:58:00,sec.default_credentials,false
RIU-EXF1,2026-09-08 04:58:00,sec.firmware_signed,true
RIU-EXF1,2026-09-08 04:58:00,sec.usb_events_24h,0
LKU-30201,2026-09-08 04:53:00,radio.link_state,UP
LKU-30201,2026-09-08 04:53:00,radio.rssi_dbm,-70.0
LKU-30201,2026-09-08 04:53:00,radio.snr_db,22.2
LKU-30201,2026-09-08 04:53:00,radio.vswr,1.17
LKU-30201,2026-09-08 04:53:00,radio.tx_power_dbm,37
LKU-30201,2026-09-08 04:53:00,radio.frequency_mhz,425.0
LKU-30201,2026-09-08 04:53:00,radio.packet_loss_pct,0.4
LKU-30201,2026-09-08 04:53:00,radio.time_since_last_frame_s,4
LKU-30201,2026-09-08 04:53:00,radio.peer_units_seen,4
LKU-30201,2026-09-08 04:53:00,radio.interference_events_24h,2
LKU-30201,2026-09-08 04:53:00,rfid.expected_tags_last_run,154
LKU-30201,2026-09-08 04:53:00,rfid.reads_last_run,154
LKU-30201,2026-09-08 04:53:00,rfid.crc_errors,0
LKU-30201,2026-09-08 04:53:00,rfid.unknown_tag_ids,0
LKU-30201,2026-09-08 04:53:00,rfid.last_tag_id,TAG-36316
LKU-30201,2026-09-08 04:53:00,rfid.last_tag_km,404/8
LKU-30201,2026-09-08 04:53:00,loc.error_m,2.8
LKU-30201,2026-09-08 04:53:00,loc.odometer_slip_pct,1.48
LKU-30201,2026-09-08 04:53:00,time.source,GNSS
LKU-30201,2026-09-08 04:53:00,time.offset_ms,24
LKU-30201,2026-09-08 04:53:00,gnss.fix,A
LKU-30201,2026-09-08 04:53:00,gnss.satellites,8
LKU-30201,2026-09-08 04:53:00,kavach.isolation_state,NORMAL
LKU-30201,2026-09-08 04:53:00,kavach.mode,FULL SUPERVISION
LKU-30201,2026-09-08 04:53:00,dmi.state,OK
LKU-30201,2026-09-08 04:53:00,brake.interface_state,OK
LKU-30201,2026-09-08 04:53:00,brake.last_test_result,PASS
LKU-30201,2026-09-08 04:53:00,brake.applications_last_24h,1
LKU-30201,2026-09-08 04:53:00,sos.messages_24h,0
LKU-30201,2026-09-08 04:53:00,sw.version,4.0.2
LKU-30201,2026-09-08 04:53:00,sw.track_db_version,TDB-2025-06-R1
LKU-30201,2026-09-08 04:53:00,config.checksum,0x8F31AC20
LKU-30201,2026-09-08 04:53:00,sec.auth_failures_24h,0
LKU-30201,2026-09-08 04:53:00,sec.key_expiry_days,135
LKU-30201,2026-09-08 04:53:00,sec.unknown_peer_attempts_24h,0
LKU-30201,2026-09-08 04:53:00,sec.maint_port_open,false
LKU-30201,2026-09-08 04:53:00,sec.default_credentials,false
LKU-30201,2026-09-08 04:53:00,sec.firmware_signed,true
LKU-30201,2026-09-08 04:53:00,sec.usb_events_24h,0
LKU-30244,2026-09-08 05:15:00,radio.link_state,UP
LKU-30244,2026-09-08 05:15:00,radio.rssi_dbm,-60.1
LKU-30244,2026-09-08 05:15:00,radio.snr_db,21.2
LKU-30244,2026-09-08 05:15:00,radio.vswr,1.25
LKU-30244,2026-09-08 05:15:00,radio.tx_power_dbm,37
LKU-30244,2026-09-08 05:15:00,radio.frequency_mhz,425.0
LKU-30244,2026-09-08 05:15:00,radio.packet_loss_pct,0.88
LKU-30244,2026-09-08 05:15:00,radio.time_since_last_frame_s,2
LKU-30244,2026-09-08 05:15:00,radio.peer_units_seen,2
LKU-30244,2026-09-08 05:15:00,radio.interference_events_24h,0
LKU-30244,2026-09-08 05:15:00,rfid.expected_tags_last_run,151
LKU-30244,2026-09-08 05:15:00,rfid.reads_last_run,151
LKU-30244,2026-09-08 05:15:00,rfid.crc_errors,0
LKU-30244,2026-09-08 05:15:00,rfid.unknown_tag_ids,0
LKU-30244,2026-09-08 05:15:00,rfid.last_tag_id,TAG-74188
LKU-30244,2026-09-08 05:15:00,rfid.last_tag_km,443/6
LKU-30244,2026-09-08 05:15:00,loc.error_m,2.2
LKU-30244,2026-09-08 05:15:00,loc.odometer_slip_pct,0.41
LKU-30244,2026-09-08 05:15:00,time.source,GNSS
LKU-30244,2026-09-08 05:15:00,time.offset_ms,57
LKU-30244,2026-09-08 05:15:00,gnss.fix,A
LKU-30244,2026-09-08 05:15:00,gnss.satellites,10
LKU-30244,2026-09-08 05:15:00,kavach.isolation_state,NORMAL
LKU-30244,2026-09-08 05:15:00,kavach.mode,FULL SUPERVISION
LKU-30244,2026-09-08 05:15:00,dmi.state,OK
LKU-30244,2026-09-08 05:15:00,brake.interface_state,OK
