asset_id,timestamp,metric,value
SKU-EXC,2026-09-08 04:40:00,ei.aspect_mismatch_count,0
SKU-EXC,2026-09-08 04:40:00,ei.make,EI-A
SKU-EXC,2026-09-08 04:40:00,power.mains_state,OK
SKU-EXC,2026-09-08 04:40:00,power.charger_state,FLOAT
SKU-EXC,2026-09-08 04:40:00,power.battery_backup_min,392
SKU-EXC,2026-09-08 04:40:00,power.dc_volts,27.0
SKU-EXC,2026-09-08 04:40:00,sw.version,4.0.2
SKU-EXC,2026-09-08 04:40:00,sw.track_db_version,TDB-2025-06-R1
SKU-EXC,2026-09-08 04:40:00,config.checksum,0x8F31AC20
SKU-EXC,2026-09-08 04:40:00,sec.auth_failures_24h,0
SKU-EXC,2026-09-08 04:40:00,sec.key_expiry_days,275
SKU-EXC,2026-09-08 04:40:00,sec.unknown_peer_attempts_24h,3
SKU-EXC,2026-09-08 04:40:00,sec.maint_port_open,false
SKU-EXC,2026-09-08 04:40:00,sec.default_credentials,false
SKU-EXC,2026-09-08 04:40:00,sec.firmware_signed,true
SKU-EXC,2026-09-08 04:40:00,sec.usb_events_24h,0
SKU-EXD,2026-09-08 05:16:00,radio.link_state,UP
SKU-EXD,2026-09-08 05:16:00,radio.rssi_dbm,-63.2
SKU-EXD,2026-09-08 05:16:00,radio.snr_db,14.7
SKU-EXD,2026-09-08 05:16:00,radio.vswr,1.1
SKU-EXD,2026-09-08 05:16:00,radio.tx_power_dbm,37
SKU-EXD,2026-09-08 05:16:00,radio.frequency_mhz,425.5
SKU-EXD,2026-09-08 05:16:00,radio.packet_loss_pct,0.53
SKU-EXD,2026-09-08 05:16:00,radio.time_since_last_frame_s,1
SKU-EXD,2026-09-08 05:16:00,radio.peer_units_seen,2
SKU-EXD,2026-09-08 05:16:00,radio.interference_events_24h,0
SKU-EXD,2026-09-08 05:16:00,time.source,GNSS
SKU-EXD,2026-09-08 05:16:00,time.offset_ms,38
SKU-EXD,2026-09-08 05:16:00,gnss.fix,A
SKU-EXD,2026-09-08 05:16:00,gnss.satellites,14
SKU-EXD,2026-09-08 05:16:00,ei.link_state,UP
SKU-EXD,2026-09-08 05:16:00,ei.telegram_age_s,1
SKU-EXD,2026-09-08 05:16:00,ei.aspect_mismatch_count,0
SKU-EXD,2026-09-08 05:16:00,ei.make,RRI
SKU-EXD,2026-09-08 05:16:00,power.mains_state,OK
SKU-EXD,2026-09-08 05:16:00,power.charger_state,FLOAT
SKU-EXD,2026-09-08 05:16:00,power.battery_backup_min,330
SKU-EXD,2026-09-08 05:16:00,power.dc_volts,26.6
SKU-EXD,2026-09-08 05:16:00,sw.version,4.0.2
SKU-EXD,2026-09-08 05:16:00,sw.track_db_version,TDB-2025-06-R1
SKU-EXD,2026-09-08 05:16:00,config.checksum,0x8F31AC20
SKU-EXD,2026-09-08 05:16:00,sec.auth_failures_24h,0
SKU-EXD,2026-09-08 05:16:00,sec.key_expiry_days,252
SKU-EXD,2026-09-08 05:16:00,sec.unknown_peer_attempts_24h,0
SKU-EXD,2026-09-08 05:16:00,sec.maint_port_open,false
SKU-EXD,2026-09-08 05:16:00,sec.default_credentials,false
SKU-EXD,2026-09-08 05:16:00,sec.firmware_signed,true
SKU-EXD,2026-09-08 05:16:00,sec.usb_events_24h,0
SKU-EXE,2026-09-08 05:37:00,radio.link_state,UP
SKU-EXE,2026-09-08 05:37:00,radio.rssi_dbm,-72.9
SKU-EXE,2026-09-08 05:37:00,radio.snr_db,14.8
SKU-EXE,2026-09-08 05:37:00,radio.vswr,1.29
SKU-EXE,2026-09-08 05:37:00,radio.tx_power_dbm,37
SKU-EXE,2026-09-08 05:37:00,radio.frequency_mhz,426.0
SKU-EXE,2026-09-08 05:37:00,radio.packet_loss_pct,0.28
SKU-EXE,2026-09-08 05:37:00,radio.time_since_last_frame_s,2
SKU-EXE,2026-09-08 05:37:00,radio.peer_units_seen,5
SKU-EXE,2026-09-08 05:37:00,radio.interference_events_24h,2
SKU-EXE,2026-09-08 05:37:00,time.source,GNSS
SKU-EXE,2026-09-08 05:37:00,time.offset_ms,10
SKU-EXE,2026-09-08 05:37:00,gnss.fix,A
SKU-EXE,2026-09-08 05:37:00,gnss.satellites,10
SKU-EXE,2026-09-08 05:37:00,ei.link_state,UP
SKU-EXE,2026-09-08 05:37:00,ei.telegram_age_s,4
SKU-EXE,2026-09-08 05:37:00,ei.aspect_mismatch_count,0
SKU-EXE,2026-09-08 05:37:00,ei.make,RRI
SKU-EXE,2026-09-08 05:37:00,power.mains_state,OK
SKU-EXE,2026-09-08 05:37:00,power.charger_state,FLOAT
SKU-EXE,2026-09-08 05:37:00,power.battery_backup_min,238
SKU-EXE,2026-09-08 05:37:00,power.dc_volts,26.2
SKU-EXE,2026-09-08 05:37:00,sw.version,4.0.2
SKU-EXE,2026-09-08 05:37:00,sw.track_db_version,TDB-2025-06-R1
SKU-EXE,2026-09-08 05:37:00,config.checksum,0x8F31AC20
SKU-EXE,2026-09-08 05:37:00,sec.auth_failures_24h,0
SKU-EXE,2026-09-08 05:37:00,sec.key_expiry_days,273
SKU-EXE,2026-09-08 05:37:00,sec.unknown_peer_attempts_24h,0
SKU-EXE,2026-09-08 05:37:00,sec.maint_port_open,false
SKU-EXE,2026-09-08 05:37:00,sec.default_credentials,false
SKU-EXE,2026-09-08 05:37:00,sec.firmware_signed,true
SKU-EXE,2026-09-08 05:37:00,sec.usb_events_24h,0
SKU-EXF,2026-09-08 05:22:00,radio.link_state,UP
SKU-EXF,2026-09-08 05:22:00,radio.rssi_dbm,-71.1
SKU-EXF,2026-09-08 05:22:00,radio.snr_db,19.2
SKU-EXF,2026-09-08 05:22:00,radio.vswr,1.11
SKU-EXF,2026-09-08 05:22:00,radio.tx_power_dbm,37
SKU-EXF,2026-09-08 05:22:00,radio.frequency_mhz,426.0
SKU-EXF,2026-09-08 05:22:00,radio.packet_loss_pct,0.02
SKU-EXF,2026-09-08 05:22:00,radio.time_since_last_frame_s,6
SKU-EXF,2026-09-08 05:22:00,radio.peer_units_seen,8
SKU-EXF,2026-09-08 05:22:00,radio.interference_events_24h,0
SKU-EXF,2026-09-08 05:22:00,time.source,GNSS
SKU-EXF,2026-09-08 05:22:00,time.offset_ms,57
SKU-EXF,2026-09-08 05:22:00,gnss.fix,A
SKU-EXF,2026-09-08 05:22:00,gnss.satellites,14
SKU-EXF,2026-09-08 05:22:00,ei.link_state,UP
SKU-EXF,2026-09-08 05:22:00,ei.telegram_age_s,2
SKU-EXF,2026-09-08 05:22:00,ei.aspect_mismatch_count,0
SKU-EXF,2026-09-08 05:22:00,ei.make,RRI
SKU-EXF,2026-09-08 05:22:00,power.mains_state,OK
SKU-EXF,2026-09-08 05:22:00,power.charger_state,FLOAT
SKU-EXF,2026-09-08 05:22:00,power.battery_backup_min,255
SKU-EXF,2026-09-08 05:22:00,power.dc_volts,26.5
SKU-EXF,2026-09-08 05:22:00,sw.version,4.0.2
SKU-EXF,2026-09-08 05:22:00,sw.track_db_version,TDB-2025-06-R1
SKU-EXF,2026-09-08 05:22:00,config.checksum,0x8F31AC20
SKU-EXF,2026-09-08 05:22:00,sec.auth_failures_24h,0
SKU-EXF,2026-09-08 05:22:00,sec.key_expiry_days,220
SKU-EXF,2026-09-08 05:22:00,sec.unknown_peer_attempts_24h,0
SKU-EXF,2026-09-08 05:22:00,sec.maint_port_open,false
SKU-EXF,2026-09-08 05:22:00,sec.default_credentials,false
SKU-EXF,2026-09-08 05:22:00,sec.firmware_signed,true
SKU-EXF,2026-09-08 05:22:00,sec.usb_events_24h,0
SKU-EXG,2026-09-08 05:02:00,radio.link_state,UP
SKU-EXG,2026-09-08 05:02:00,radio.rssi_dbm,-77.4
SKU-EXG,2026-09-08 05:02:00,radio.snr_db,18.7
SKU-EXG,2026-09-08 05:02:00,radio.vswr,1.24
SKU-EXG,2026-09-08 05:02:00,radio.tx_power_dbm,37
SKU-EXG,2026-09-08 05:02:00,radio.frequency_mhz,426.5
SKU-EXG,2026-09-08 05:02:00,radio.packet_loss_pct,0.41
SKU-EXG,2026-09-08 05:02:00,radio.time_since_last_frame_s,2
SKU-EXG,2026-09-08 05:02:00,radio.peer_units_seen,6
SKU-EXG,2026-09-08 05:02:00,radio.interference_events_24h,0
SKU-EXG,2026-09-08 05:02:00,time.source,GNSS
SKU-EXG,2026-09-08 05:02:00,time.offset_ms,20
SKU-EXG,2026-09-08 05:02:00,gnss.fix,A
SKU-EXG,2026-09-08 05:02:00,gnss.satellites,12
SKU-EXG,2026-09-08 05:02:00,ei.link_state,UP
SKU-EXG,2026-09-08 05:02:00,ei.telegram_age_s,3
SKU-EXG,2026-09-08 05:02:00,ei.aspect_mismatch_count,0
SKU-EXG,2026-09-08 05:02:00,ei.make,EI-B
SKU-EXG,2026-09-08 05:02:00,power.mains_state,OK
SKU-EXG,2026-09-08 05:02:00,power.charger_state,FLOAT
SKU-EXG,2026-09-08 05:02:00,power.battery_backup_min,366
SKU-EXG,2026-09-08 05:02:00,power.dc_volts,27.1
SKU-EXG,2026-09-08 05:02:00,sw.version,4.0.2
SKU-EXG,2026-09-08 05:02:00,sw.track_db_version,TDB-2025-06-R1
SKU-EXG,2026-09-08 05:02:00,config.checksum,0x8F31AC20
SKU-EXG,2026-09-08 05:02:00,sec.auth_failures_24h,0
SKU-EXG,2026-09-08 05:02:00,sec.key_expiry_days,263
SKU-EXG,2026-09-08 05:02:00,sec.unknown_peer_attempts_24h,0
SKU-EXG,2026-09-08 05:02:00,sec.maint_port_open,true
SKU-EXG,2026-09-08 05:02:00,sec.default_credentials,true
SKU-EXG,2026-09-08 05:02:00,sec.firmware_signed,true
SKU-EXG,2026-09-08 05:02:00,sec.usb_events_24h,2
TWR-EXA1,2026-09-08 05:15:00,radio.link_state,UP
TWR-EXA1,2026-09-08 05:15:00,radio.rssi_dbm,-101
TWR-EXA1,2026-09-08 05:15:00,radio.snr_db,4
TWR-EXA1,2026-09-08 05:15:00,radio.vswr,1.09
TWR-EXA1,2026-09-08 05:15:00,radio.tx_power_dbm,37
TWR-EXA1,2026-09-08 05:15:00,radio.frequency_mhz,425.0
TWR-EXA1,2026-09-08 05:15:00,radio.packet_loss_pct,6.4
TWR-EXA1,2026-09-08 05:15:00,radio.time_since_last_frame_s,4
TWR-EXA1,2026-09-08 05:15:00,radio.peer_units_seen,5
TWR-EXA1,2026-09-08 05:15:00,radio.interference_events_24h,2
TWR-EXA1,2026-09-08 05:15:00,power.mains_state,OK
TWR-EXA1,2026-09-08 05:15:00,power.charger_state,FLOAT
TWR-EXA1,2026-09-08 05:15:00,power.battery_backup_min,220
TWR-EXA1,2026-09-08 05:15:00,power.dc_volts,26.1
TWR-EXA1,2026-09-08 05:15:00,sec.auth_failures_24h,0
TWR-EXA1,2026-09-08 05:15:00,sec.key_expiry_days,228
TWR-EXA1,2026-09-08 05:15:00,sec.unknown_peer_attempts_24h,0
TWR-EXA1,2026-09-08 05:15:00,sec.maint_port_open,false
TWR-EXA1,2026-09-08 05:15:00,sec.default_credentials,false
TWR-EXA1,2026-09-08 05:15:00,sec.firmware_signed,true
TWR-EXA1,2026-09-08 05:15:00,sec.usb_events_24h,0
TWR-EXC1,2026-09-08 04:47:00,radio.link_state,UP
TWR-EXC1,2026-09-08 04:47:00,radio.rssi_dbm,-60.3
TWR-EXC1,2026-09-08 04:47:00,radio.snr_db,25.2
TWR-EXC1,2026-09-08 04:47:00,radio.vswr,1.24
TWR-EXC1,2026-09-08 04:47:00,radio.tx_power_dbm,37
TWR-EXC1,2026-09-08 04:47:00,radio.frequency_mhz,425.5
TWR-EXC1,2026-09-08 04:47:00,radio.packet_loss_pct,0.06
TWR-EXC1,2026-09-08 04:47:00,radio.time_since_last_frame_s,5
TWR-EXC1,2026-09-08 04:47:00,radio.peer_units_seen,9
TWR-EXC1,2026-09-08 04:47:00,radio.interference_events_24h,2
TWR-EXC1,2026-09-08 04:47:00,power.mains_state,OK
TWR-EXC1,2026-09-08 04:47:00,power.charger_state,FLOAT
TWR-EXC1,2026-09-08 04:47:00,power.battery_backup_min,451
TWR-EXC1,2026-09-08 04:47:00,power.dc_volts,26.0
TWR-EXC1,2026-09-08 04:47:00,sec.auth_failures_24h,0
TWR-EXC1,2026-09-08 04:47:00,sec.key_expiry_days,250
TWR-EXC1,2026-09-08 04:47:00,sec.unknown_peer_attempts_24h,0
TWR-EXC1,2026-09-08 04:47:00,sec.maint_port_open,false
TWR-EXC1,2026-09-08 04:47:00,sec.default_credentials,false
TWR-EXC1,2026-09-08 04:47:00,sec.firmware_signed,true
TWR-EXC1,2026-09-08 04:47:00,sec.usb_events_24h,0
TWR-EXE1,2026-09-08 04:33:00,radio.link_state,UP
TWR-EXE1,2026-09-08 04:33:00,radio.rssi_dbm,-71.1
TWR-EXE1,2026-09-08 04:33:00,radio.snr_db,19.7
TWR-EXE1,2026-09-08 04:33:00,radio.vswr,1.19
TWR-EXE1,2026-09-08 04:33:00,radio.tx_power_dbm,37
TWR-EXE1,2026-09-08 04:33:00,radio.frequency_mhz,426.0
TWR-EXE1,2026-09-08 04:33:00,radio.packet_loss_pct,0.57
TWR-EXE1,2026-09-08 04:33:00,radio.time_since_last_frame_s,4
TWR-EXE1,2026-09-08 04:33:00,radio.peer_units_seen,6
TWR-EXE1,2026-09-08 04:33:00,radio.interference_events_24h,0
TWR-EXE1,2026-09-08 04:33:00,power.mains_state,OK
TWR-EXE1,2026-09-08 04:33:00,power.charger_state,FLOAT
TWR-EXE1,2026-09-08 04:33:00,power.battery_backup_min,325
TWR-EXE1,2026-09-08 04:33:00,power.dc_volts,26.4
TWR-EXE1,2026-09-08 04:33:00,sec.auth_failures_24h,0
TWR-EXE1,2026-09-08 04:33:00,sec.key_expiry_days,208
TWR-EXE1,2026-09-08 04:33:00,sec.unknown_peer_attempts_24h,0
TWR-EXE1,2026-09-08 04:33:00,sec.maint_port_open,false
TWR-EXE1,2026-09-08 04:33:00,sec.default_credentials,false
TWR-EXE1,2026-09-08 04:33:00,sec.firmware_signed,true
TWR-EXE1,2026-09-08 04:33:00,sec.usb_events_24h,0
TWR-EXG1,2026-09-08 05:55:00,radio.link_state,UP
TWR-EXG1,2026-09-08 05:55:00,radio.rssi_dbm,-68.3
TWR-EXG1,2026-09-08 05:55:00,radio.snr_db,20.2
TWR-EXG1,2026-09-08 05:55:00,radio.vswr,1.19
TWR-EXG1,2026-09-08 05:55:00,radio.tx_power_dbm,37
TWR-EXG1,2026-09-08 05:55:00,radio.frequency_mhz,426.5
TWR-EXG1,2026-09-08 05:55:00,radio.packet_loss_pct,8.1
TWR-EXG1,2026-09-08 05:55:00,radio.time_since_last_frame_s,3
TWR-EXG1,2026-09-08 05:55:00,radio.peer_units_seen,4
TWR-EXG1,2026-09-08 05:55:00,radio.interference_events_24h,37
TWR-EXG1,2026-09-08 05:55:00,power.mains_state,OK
TWR-EXG1,2026-09-08 05:55:00,power.charger_state,FLOAT
TWR-EXG1,2026-09-08 05:55:00,power.battery_backup_min,278
TWR-EXG1,2026-09-08 05:55:00,power.dc_volts,27.3
TWR-EXG1,2026-09-08 05:55:00,sec.auth_failures_24h,12
TWR-EXG1,2026-09-08 05:55:00,sec.key_expiry_days,263
TWR-EXG1,2026-09-08 05:55:00,sec.unknown_peer_attempts_24h,0
TWR-EXG1,2026-09-08 05:55:00,sec.maint_port_open,false
TWR-EXG1,2026-09-08 05:55:00,sec.default_credentials,false
TWR-EXG1,2026-09-08 05:55:00,sec.firmware_signed,true
TWR-EXG1,2026-09-08 05:55:00,sec.usb_events_24h,0
RIU-EXB1,2026-09-08 04:56:00,ei.link_state,UP
RIU-EXB1,2026-09-08 04:56:00,ei.telegram_age_s,1
RIU-EXB1,2026-09-08 04:56:00,ei.aspect_mismatch_count,2
RIU-EXB1,2026-09-08 04:56:00,ei.make,EI-B
RIU-EXB1,2026-09-08 04:56:00,power.mains_state,FAIL
RIU-EXB1,2026-09-08 04:56:00,power.charger_state,OFF
RIU-EXB1,2026-09-08 04:56:00,power.battery_backup_min,74
RIU-EXB1,2026-09-08 04:56:00,power.dc_volts,27.4
RIU-EXB1,2026-09-08 04:56:00,sw.version,4.0.2
RIU-EXB1,2026-09-08 04:56:00,sw.track_db_version,TDB-2025-06-R1
RIU-EXB1,2026-09-08 04:56:00,config.checksum,0x8F31AC20
RIU-EXB1,2026-09-08 04:56:00,sec.auth_failures_24h,0
RIU-EXB1,2026-09-08 04:56:00,sec.key_expiry_days,169
RIU-EXB1,2026-09-08 04:56:00,sec.unknown_peer_attempts_24h,0
RIU-EXB1,2026-09-08 04:56:00,sec.maint_port_open,false
RIU-EXB1,2026-09-08 04:56:00,sec.default_credentials,false
RIU-EXB1,2026-09-08 04:56:00,sec.firmware_signed,true
RIU-EXB1,2026-09-08 04:56:00,sec.usb_events_24h,0
RIU-EXF1,2026-09-08 04:46:00,ei.link_state,UP
RIU-EXF1,2026-09-08 04:46:00,ei.telegram_age_s,3
RIU-EXF1,2026-09-08 04:46:00,ei.aspect_mismatch_count,0
RIU-EXF1,2026-09-08 04:46:00,ei.make,EI-A
RIU-EXF1,2026-09-08 04:46:00,power.mains_state,OK
RIU-EXF1,2026-09-08 04:46:00,power.charger_state,FLOAT
RIU-EXF1,2026-09-08 04:46:00,power.battery_backup_min,262
RIU-EXF1,2026-09-08 04:46:00,power.dc_volts,27.0
RIU-EXF1,2026-09-08 04:46:00,sw.version,4.0.2
RIU-EXF1,2026-09-08 04:46:00,sw.track_db_version,TDB-2025-06-R1
RIU-EXF1,2026-09-08 04:46:00,config.checksum,0x8F31AC20
RIU-EXF1,2026-09-08 04:46:00,sec.auth_failures_24h,0
RIU-EXF1,2026-09-08 04:46:00,sec.key_expiry_days,269
RIU-EXF1,2026-09-08 04:46:00,sec.unknown_peer_attempts_24h,0
RIU-EXF1,2026-09-08 04:46:00,sec.maint_port_open,false
RIU-EXF1,2026-09-08 04:46:00,sec.default_credentials,false
RIU-EXF1,2026-09-08 04:46:00,sec.firmware_signed,true
RIU-EXF1,2026-09-08 04:46:00,sec.usb_events_24h,0
LKU-30201,2026-09-08 05:19:00,radio.link_state,UP
LKU-30201,2026-09-08 05:19:00,radio.rssi_dbm,-70.1
LKU-30201,2026-09-08 05:19:00,radio.snr_db,20.1
LKU-30201,2026-09-08 05:19:00,radio.vswr,1.18
LKU-30201,2026-09-08 05:19:00,radio.tx_power_dbm,37
LKU-30201,2026-09-08 05:19:00,radio.frequency_mhz,425.0
LKU-30201,2026-09-08 05:19:00,radio.packet_loss_pct,0.6
LKU-30201,2026-09-08 05:19:00,radio.time_since_last_frame_s,6
LKU-30201,2026-09-08 05:19:00,radio.peer_units_seen,4
LKU-30201,2026-09-08 05:19:00,radio.interference_events_24h,1
LKU-30201,2026-09-08 05:19:00,rfid.expected_tags_last_run,141
LKU-30201,2026-09-08 05:19:00,rfid.reads_last_run,141
LKU-30201,2026-09-08 05:19:00,rfid.crc_errors,0
LKU-30201,2026-09-08 05:19:00,rfid.unknown_tag_ids,0
LKU-30201,2026-09-08 05:19:00,rfid.last_tag_id,TAG-28662
LKU-30201,2026-09-08 05:19:00,rfid.last_tag_km,400/4
LKU-30201,2026-09-08 05:19:00,loc.error_m,5.8
LKU-30201,2026-09-08 05:19:00,loc.odometer_slip_pct,0.18
LKU-30201,2026-09-08 05:19:00,time.source,GNSS
LKU-30201,2026-09-08 05:19:00,time.offset_ms,36
LKU-30201,2026-09-08 05:19:00,gnss.fix,A
LKU-30201,2026-09-08 05:19:00,gnss.satellites,9
LKU-30201,2026-09-08 05:19:00,kavach.isolation_state,NORMAL
LKU-30201,2026-09-08 05:19:00,kavach.mode,FULL SUPERVISION
LKU-30201,2026-09-08 05:19:00,dmi.state,OK
LKU-30201,2026-09-08 05:19:00,brake.interface_state,OK
LKU-30201,2026-09-08 05:19:00,brake.last_test_result,PASS
LKU-30201,2026-09-08 05:19:00,brake.applications_last_24h,0
LKU-30201,2026-09-08 05:19:00,sos.messages_24h,0
LKU-30201,2026-09-08 05:19:00,sw.version,4.0.2
LKU-30201,2026-09-08 05:19:00,sw.track_db_version,TDB-2025-06-R1
LKU-30201,2026-09-08 05:19:00,config.checksum,0x8F31AC20
LKU-30201,2026-09-08 05:19:00,sec.auth_failures_24h,0
LKU-30201,2026-09-08 05:19:00,sec.key_expiry_days,120
LKU-30201,2026-09-08 05:19:00,sec.unknown_peer_attempts_24h,0
LKU-30201,2026-09-08 05:19:00,sec.maint_port_open,false
LKU-30201,2026-09-08 05:19:00,sec.default_credentials,false
LKU-30201,2026-09-08 05:19:00,sec.firmware_signed,true
LKU-30201,2026-09-08 05:19:00,sec.usb_events_24h,0
LKU-30244,2026-09-08 05:33:00,radio.link_state,UP
LKU-30244,2026-09-08 05:33:00,radio.rssi_dbm,-73.9
LKU-30244,2026-09-08 05:33:00,radio.snr_db,20.9
LKU-30244,2026-09-08 05:33:00,radio.vswr,1.16
LKU-30244,2026-09-08 05:33:00,radio.tx_power_dbm,37
LKU-30244,2026-09-08 05:33:00,radio.frequency_mhz,425.0
LKU-30244,2026-09-08 05:33:00,radio.packet_loss_pct,0.24
LKU-30244,2026-09-08 05:33:00,radio.time_since_last_frame_s,2
LKU-30244,2026-09-08 05:33:00,radio.peer_units_seen,5
LKU-30244,2026-09-08 05:33:00,radio.interference_events_24h,1
LKU-30244,2026-09-08 05:33:00,rfid.expected_tags_last_run,127
LKU-30244,2026-09-08 05:33:00,rfid.reads_last_run,127
LKU-30244,2026-09-08 05:33:00,rfid.crc_errors,0
LKU-30244,2026-09-08 05:33:00,rfid.unknown_tag_ids,0
LKU-30244,2026-09-08 05:33:00,rfid.last_tag_id,TAG-36614
LKU-30244,2026-09-08 05:33:00,rfid.last_tag_km,368/2
LKU-30244,2026-09-08 05:33:00,loc.error_m,1.3
LKU-30244,2026-09-08 05:33:00,loc.odometer_slip_pct,0.74
LKU-30244,2026-09-08 05:33:00,time.source,GNSS
LKU-30244,2026-09-08 05:33:00,time.offset_ms,11
LKU-30244,2026-09-08 05:33:00,gnss.fix,A
LKU-30244,2026-09-08 05:33:00,gnss.satellites,12
LKU-30244,2026-09-08 05:33:00,kavach.isolation_state,NORMAL
LKU-30244,2026-09-08 05:33:00,kavach.mode,FULL SUPERVISION
LKU-30244,2026-09-08 05:33:00,dmi.state,OK
LKU-30244,2026-09-08 05:33:00,brake.interface_state,OK
